date_ref;period;IsProportional;store_id;target_volume;target_sales;avg_active_sales_person;nb_past_days,nb_remaining_days
13-07-2019;YTD;true;1;293;321885;2.0;193;18
13-07-2019;YTD;true;2;1174;1312300;2.0;193;18
13-07-2019;YTD;true;3;211;213673;2.0;193;18
14-07-2019;MTD;false;1;50;59000;57.0;14;17
14-07-2019;MTD;false;2;200;175000;55.0;14;17
14-07-2019;MTD;false;3;10;3000;56.0;14;17
14-07-2019;MTD;true;1;23;26645;57.0;14;17
14-07-2019;MTD;true;2;90;79032;55.0;14;17
14-07-2019;MTD;true;3;5;1355;56.0;14;17
14-07-2019;QTD;false;1;50;59000;2.0;14;17
14-07-2019;QTD;false;2;200;175000;2.0;14;17
14-07-2019;QTD;false;3;10;3000;2.0;14;17
14-07-2019;QTD;true;1;23;26645;2.0;14;17
14-07-2019;QTD;true;2;90;79032;2.0;14;17
14-07-2019;QTD;true;3;5;1355;2.0;14;17
14-07-2019;YTD;false;1;320;351000;2.0;194;17
14-07-2019;YTD;false;2;1280;1431000;2.0;194;17
14-07-2019;YTD;false;3;230;233000;2.0;194;17
14-07-2019;YTD;true;1;295;323502;2.0;194;17
14-07-2019;YTD;true;2;1180;1318894;2.0;194;17
14-07-2019;YTD;true;3;212;214747;2.0;194;17
15-07-2019;MTD;false;1;50;59000;57.0;15;16
15-07-2019;MTD;false;2;200;175000;55.0;15;16
15-07-2019;MTD;false;3;10;3000;56.0;15;16
15-07-2019;MTD;true;1;24;28548;57.0;15;16
15-07-2019;MTD;true;2;97;84677;55.0;15;16
15-07-2019;MTD;true;3;5;1452;56.0;15;16
15-07-2019;QTD;false;1;50;59000;2.0;15;16
15-07-2019;QTD;false;2;200;175000;2.0;15;16
15-07-2019;QTD;false;3;10;3000;2.0;15;16
15-07-2019;QTD;true;1;24;28548;2.0;15;16
15-07-2019;QTD;true;2;97;84677;2.0;15;16
15-07-2019;QTD;true;3;5;1452;2.0;15;16
15-07-2019;YTD;false;1;320;351000;2.0;195;16
15-07-2019;YTD;false;2;1280;1431000;2.0;195;16
15-07-2019;YTD;false;3;230;233000;2.0;195;16
15-07-2019;YTD;true;1;296;325120;2.0;195;16
15-07-2019;YTD;true;2;1186;1325488;2.0;195;16
15-07-2019;YTD;true;3;213;215820;2.0;195;16
16-07-2019;MTD;false;1;50;59000;57.0;16;15
16-07-2019;MTD;false;2;200;175000;55.0;16;15
16-07-2019;MTD;false;3;10;3000;56.0;16;15
16-07-2019;MTD;true;1;26;30452;57.0;16;15
16-07-2019;MTD;true;2;103;90323;55.0;16;15
16-07-2019;MTD;true;3;5;1548;56.0;16;15
16-07-2019;QTD;false;1;50;59000;2.0;16;15
16-07-2019;QTD;false;2;200;175000;2.0;16;15
16-07-2019;QTD;false;3;10;3000;2.0;16;15
16-07-2019;QTD;true;1;26;30452;2.0;16;15
16-07-2019;QTD;true;2;103;90323;2.0;16;15
16-07-2019;QTD;true;3;5;1548;2.0;16;15
16-07-2019;YTD;false;1;320;351000;2.0;196;15
16-07-2019;YTD;false;2;1280;1431000;2.0;196;15
16-07-2019;YTD;false;3;230;233000;2.0;196;15
16-07-2019;YTD;true;1;298;326737;2.0;196;15
16-07-2019;YTD;true;2;1192;1332083;2.0;196;15
16-07-2019;YTD;true;3;214;216894;2.0;196;15
17-07-2019;MTD;false;1;50;59000;57.0;17;14
17-07-2019;MTD;false;2;200;175000;55.0;17;14
17-07-2019;MTD;false;3;10;3000;56.0;17;14
17-07-2019;MTD;true;1;27;32355;57.0;17;14
17-07-2019;MTD;true;2;110;95968;55.0;17;14
17-07-2019;MTD;true;3;5;1645;56.0;17;14
17-07-2019;QTD;false;1;50;59000;2.0;17;14
17-07-2019;QTD;false;2;200;175000;2.0;17;14
17-07-2019;QTD;false;3;10;3000;2.0;17;14
17-07-2019;QTD;true;1;27;32355;2.0;17;14
17-07-2019;QTD;true;2;110;95968;2.0;17;14
17-07-2019;QTD;true;3;5;1645;2.0;17;14
17-07-2019;YTD;false;1;320;351000;2.0;197;14
17-07-2019;YTD;false;2;1280;1431000;2.0;197;14
17-07-2019;YTD;false;3;230;233000;2.0;197;14
17-07-2019;YTD;true;1;299;328355;2.0;197;14
17-07-2019;YTD;true;2;1197;1338677;2.0;197;14
17-07-2019;YTD;true;3;215;217968;2.0;197;14
18-07-2019;MTD;false;1;50;59000;57.0;18;13
18-07-2019;MTD;false;2;200;175000;55.0;18;13
18-07-2019;MTD;false;3;10;3000;56.0;18;13
18-07-2019;MTD;true;1;29;34258;57.0;18;13
18-07-2019;MTD;true;2;116;101613;55.0;18;13
18-07-2019;MTD;true;3;6;1742;56.0;18;13
18-07-2019;QTD;false;1;50;59000;2.0;18;13
18-07-2019;QTD;false;2;200;175000;2.0;18;13
18-07-2019;QTD;false;3;10;3000;2.0;18;13
18-07-2019;QTD;true;1;29;34258;2.0;18;13
18-07-2019;QTD;true;2;116;101613;2.0;18;13
18-07-2019;QTD;true;3;6;1742;2.0;18;13
18-07-2019;YTD;false;1;320;351000;2.0;198;13
18-07-2019;YTD;false;2;1280;1431000;2.0;198;13
18-07-2019;YTD;false;3;230;233000;2.0;198;13
18-07-2019;YTD;true;1;301;329972;2.0;198;13
18-07-2019;YTD;true;2;1203;1345272;2.0;198;13
18-07-2019;YTD;true;3;216;219041;2.0;198;13
19-07-2019;MTD;false;1;50;59000;57.0;19;12
19-07-2019;MTD;false;2;200;175000;55.0;19;12
19-07-2019;MTD;false;3;10;3000;56.0;19;12
19-07-2019;MTD;true;1;31;36161;57.0;19;12
19-07-2019;MTD;true;2;123;107258;55.0;19;12
19-07-2019;MTD;true;3;6;1839;56.0;19;12
19-07-2019;QTD;false;1;50;59000;2.0;19;12
19-07-2019;QTD;false;2;200;175000;2.0;19;12
19-07-2019;QTD;false;3;10;3000;2.0;19;12
19-07-2019;QTD;true;1;31;36161;2.0;19;12
19-07-2019;QTD;true;2;123;107258;2.0;19;12
19-07-2019;QTD;true;3;6;1839;2.0;19;12
19-07-2019;YTD;false;1;320;351000;2.0;199;12
19-07-2019;YTD;false;2;1280;1431000;2.0;199;12
19-07-2019;YTD;false;3;230;233000;2.0;199;12
19-07-2019;YTD;true;1;302;331590;2.0;199;12
19-07-2019;YTD;true;2;1209;1351866;2.0;199;12
19-07-2019;YTD;true;3;217;220115;2.0;199;12
20-07-2019;MTD;false;1;50;59000;57.0;20;11
20-07-2019;MTD;false;2;200;175000;55.0;20;11
20-07-2019;MTD;false;3;10;3000;56.0;20;11
20-07-2019;MTD;true;1;32;38065;57.0;20;11
20-07-2019;MTD;true;2;129;112903;55.0;20;11
20-07-2019;MTD;true;3;6;1935;56.0;20;11
20-07-2019;QTD;false;1;50;59000;2.0;20;11
20-07-2019;QTD;false;2;200;175000;2.0;20;11
20-07-2019;QTD;false;3;10;3000;2.0;20;11
20-07-2019;QTD;true;1;32;38065;2.0;20;11
20-07-2019;QTD;true;2;129;112903;2.0;20;11
20-07-2019;QTD;true;3;6;1935;2.0;20;11
20-07-2019;YTD;false;1;320;351000;2.0;200;11
20-07-2019;YTD;false;2;1280;1431000;2.0;200;11
20-07-2019;YTD;false;3;230;233000;2.0;200;11
20-07-2019;YTD;true;1;304;333207;2.0;200;11
20-07-2019;YTD;true;2;1215;1358461;2.0;200;11
20-07-2019;YTD;true;3;218;221189;2.0;200;11
21-07-2019;MTD;false;1;50;59000;57.0;21;10
21-07-2019;MTD;false;2;200;175000;55.0;21;10
21-07-2019;MTD;false;3;10;3000;56.0;21;10
21-07-2019;MTD;true;1;34;39968;57.0;21;10
21-07-2019;MTD;true;2;135;118548;55.0;21;10
21-07-2019;MTD;true;3;7;2032;56.0;21;10
21-07-2019;QTD;false;1;50;59000;2.0;21;10
21-07-2019;QTD;false;2;200;175000;2.0;21;10
21-07-2019;QTD;false;3;10;3000;2.0;21;10
21-07-2019;QTD;true;1;34;39968;2.0;21;10
21-07-2019;QTD;true;2;135;118548;2.0;21;10
21-07-2019;QTD;true;3;7;2032;2.0;21;10
21-07-2019;YTD;false;1;320;351000;2.0;201;10
21-07-2019;YTD;false;2;1280;1431000;2.0;201;10
21-07-2019;YTD;false;3;230;233000;2.0;201;10
21-07-2019;YTD;true;1;305;334825;2.0;201;10
21-07-2019;YTD;true;2;1221;1365055;2.0;201;10
21-07-2019;YTD;true;3;219;222263;2.0;201;10
22-07-2019;MTD;false;1;50;59000;57.0;22;9
22-07-2019;MTD;false;2;200;175000;55.0;22;9
22-07-2019;MTD;false;3;10;3000;56.0;22;9
22-07-2019;MTD;true;1;35;41871;57.0;22;9
22-07-2019;MTD;true;2;142;124194;55.0;22;9
22-07-2019;MTD;true;3;7;2129;56.0;22;9
22-07-2019;QTD;false;1;50;59000;2.0;22;9
22-07-2019;QTD;false;2;200;175000;2.0;22;9
22-07-2019;QTD;false;3;10;3000;2.0;22;9
22-07-2019;QTD;true;1;35;41871;2.0;22;9
22-07-2019;QTD;true;2;142;124194;2.0;22;9
22-07-2019;QTD;true;3;7;2129;2.0;22;9
22-07-2019;YTD;false;1;320;351000;2.0;202;9
22-07-2019;YTD;false;2;1280;1431000;2.0;202;9
22-07-2019;YTD;false;3;230;233000;2.0;202;9
22-07-2019;YTD;true;1;307;336442;2.0;202;9
22-07-2019;YTD;true;2;1227;1371650;2.0;202;9
22-07-2019;YTD;true;3;220;223336;2.0;202;9
23-07-2019;MTD;false;1;50;59000;57.0;23;8
23-07-2019;MTD;false;2;200;175000;55.0;23;8
23-07-2019;MTD;false;3;10;3000;56.0;23;8
23-07-2019;MTD;true;1;37;43774;57.0;23;8
23-07-2019;MTD;true;2;148;129839;55.0;23;8
23-07-2019;MTD;true;3;7;2226;56.0;23;8
23-07-2019;QTD;false;1;50;59000;2.0;23;8
23-07-2019;QTD;false;2;200;175000;2.0;23;8
23-07-2019;QTD;false;3;10;3000;2.0;23;8
23-07-2019;QTD;true;1;37;43774;2.0;23;8
23-07-2019;QTD;true;2;148;129839;2.0;23;8
23-07-2019;QTD;true;3;7;2226;2.0;23;8
23-07-2019;YTD;false;1;320;351000;2.0;203;8
23-07-2019;YTD;false;2;1280;1431000;2.0;203;8
23-07-2019;YTD;false;3;230;233000;2.0;203;8
23-07-2019;YTD;true;1;308;338060;2.0;203;8
23-07-2019;YTD;true;2;1233;1378244;2.0;203;8
23-07-2019;YTD;true;3;222;224410;2.0;203;8
24-07-2019;MTD;false;1;50;59000;57.0;24;7
24-07-2019;MTD;false;2;200;175000;55.0;24;7
24-07-2019;MTD;false;3;10;3000;56.0;24;7
24-07-2019;MTD;true;1;39;45677;57.0;24;7
24-07-2019;MTD;true;2;155;135484;55.0;24;7
24-07-2019;MTD;true;3;8;2323;56.0;24;7
24-07-2019;QTD;false;1;50;59000;2.0;24;7
24-07-2019;QTD;false;2;200;175000;2.0;24;7
24-07-2019;QTD;false;3;10;3000;2.0;24;7
24-07-2019;QTD;true;1;39;45677;2.0;24;7
24-07-2019;QTD;true;2;155;135484;2.0;24;7
24-07-2019;QTD;true;3;8;2323;2.0;24;7
24-07-2019;YTD;false;1;320;351000;2.0;204;7
24-07-2019;YTD;false;2;1280;1431000;2.0;204;7
24-07-2019;YTD;false;3;230;233000;2.0;204;7
24-07-2019;YTD;true;1;310;339677;2.0;204;7
24-07-2019;YTD;true;2;1239;1384839;2.0;204;7
24-07-2019;YTD;true;3;223;225484;2.0;204;7
25-07-2019;MTD;false;1;50;59000;57.0;25;6
25-07-2019;MTD;false;2;200;175000;55.0;25;6
25-07-2019;MTD;false;3;10;3000;56.0;25;6
25-07-2019;MTD;true;1;40;47581;57.0;25;6
25-07-2019;MTD;true;2;161;141129;55.0;25;6
25-07-2019;MTD;true;3;8;2419;56.0;25;6
25-07-2019;QTD;false;1;50;59000;2.0;25;6
25-07-2019;QTD;false;2;200;175000;2.0;25;6
25-07-2019;QTD;false;3;10;3000;2.0;25;6
25-07-2019;QTD;true;1;40;47581;2.0;25;6
25-07-2019;QTD;true;2;161;141129;2.0;25;6
25-07-2019;QTD;true;3;8;2419;2.0;25;6
25-07-2019;YTD;false;1;320;351000;2.0;205;6
25-07-2019;YTD;false;2;1280;1431000;2.0;205;6
25-07-2019;YTD;false;3;230;233000;2.0;205;6
25-07-2019;YTD;true;1;311;341295;2.0;205;6
25-07-2019;YTD;true;2;1245;1391433;2.0;205;6
25-07-2019;YTD;true;3;224;226558;2.0;205;6
26-07-2019;MTD;false;1;50;59000;57.0;26;5
26-07-2019;MTD;false;2;200;175000;55.0;26;5
26-07-2019;MTD;false;3;10;3000;56.0;26;5
26-07-2019;MTD;true;1;42;49484;57.0;26;5
26-07-2019;MTD;true;2;168;146774;55.0;26;5
26-07-2019;MTD;true;3;8;2516;56.0;26;5
26-07-2019;QTD;false;1;50;59000;2.0;26;5
26-07-2019;QTD;false;2;200;175000;2.0;26;5
26-07-2019;QTD;false;3;10;3000;2.0;26;5
26-07-2019;QTD;true;1;42;49484;2.0;26;5
26-07-2019;QTD;true;2;168;146774;2.0;26;5
26-07-2019;QTD;true;3;8;2516;2.0;26;5
26-07-2019;YTD;false;1;320;351000;2.0;206;5
26-07-2019;YTD;false;2;1280;1431000;2.0;206;5
26-07-2019;YTD;false;3;230;233000;2.0;206;5
26-07-2019;YTD;true;1;313;342912;2.0;206;5
26-07-2019;YTD;true;2;1251;1398028;2.0;206;5
26-07-2019;YTD;true;3;225;227631;2.0;206;5
27-07-2019;MTD;false;1;50;59000;57.0;27;4
27-07-2019;MTD;false;2;200;175000;55.0;27;4
27-07-2019;MTD;false;3;10;3000;56.0;27;4
27-07-2019;MTD;true;1;44;51387;57.0;27;4
27-07-2019;MTD;true;2;174;152419;55.0;27;4
27-07-2019;MTD;true;3;9;2613;56.0;27;4
27-07-2019;QTD;false;1;50;59000;2.0;27;4
27-07-2019;QTD;false;2;200;175000;2.0;27;4
27-07-2019;QTD;false;3;10;3000;2.0;27;4
27-07-2019;QTD;true;1;44;51387;2.0;27;4
27-07-2019;QTD;true;2;174;152419;2.0;27;4
27-07-2019;QTD;true;3;9;2613;2.0;27;4
27-07-2019;YTD;false;1;320;351000;2.0;207;4
27-07-2019;YTD;false;2;1280;1431000;2.0;207;4
27-07-2019;YTD;false;3;230;233000;2.0;207;4
27-07-2019;YTD;true;1;314;344530;2.0;207;4
27-07-2019;YTD;true;2;1256;1404622;2.0;207;4
27-07-2019;YTD;true;3;226;228705;2.0;207;4
28-07-2019;MTD;false;1;50;59000;57.0;28;3
28-07-2019;MTD;false;2;200;175000;55.0;28;3
28-07-2019;MTD;false;3;10;3000;56.0;28;3
28-07-2019;MTD;true;1;45;53290;57.0;28;3
28-07-2019;MTD;true;2;181;158065;55.0;28;3
28-07-2019;MTD;true;3;9;2710;56.0;28;3
28-07-2019;QTD;false;1;50;59000;2.0;28;3
28-07-2019;QTD;false;2;200;175000;2.0;28;3
28-07-2019;QTD;false;3;10;3000;2.0;28;3
28-07-2019;QTD;true;1;45;53290;2.0;28;3
28-07-2019;QTD;true;2;181;158065;2.0;28;3
28-07-2019;QTD;true;3;9;2710;2.0;28;3
28-07-2019;YTD;false;1;320;351000;2.0;208;3
28-07-2019;YTD;false;2;1280;1431000;2.0;208;3
28-07-2019;YTD;false;3;230;233000;2.0;208;3
28-07-2019;YTD;true;1;316;346147;2.0;208;3
28-07-2019;YTD;true;2;1262;1411217;2.0;208;3
28-07-2019;YTD;true;3;227;229779;2.0;208;3
29-07-2019;MTD;false;1;50;59000;57.0;29;2
29-07-2019;MTD;false;2;200;175000;55.0;29;2
29-07-2019;MTD;false;3;10;3000;56.0;29;2
29-07-2019;MTD;true;1;47;55194;57.0;29;2
29-07-2019;MTD;true;2;187;163710;55.0;29;2
29-07-2019;MTD;true;3;9;2806;56.0;29;2
29-07-2019;QTD;false;1;50;59000;2.0;29;2
29-07-2019;QTD;false;2;200;175000;2.0;29;2
29-07-2019;QTD;false;3;10;3000;2.0;29;2
29-07-2019;QTD;true;1;47;55194;2.0;29;2
29-07-2019;QTD;true;2;187;163710;2.0;29;2
29-07-2019;QTD;true;3;9;2806;2.0;29;2
29-07-2019;YTD;false;1;320;351000;2.0;209;2
29-07-2019;YTD;false;2;1280;1431000;2.0;209;2
29-07-2019;YTD;false;3;230;233000;2.0;209;2
29-07-2019;YTD;true;1;317;347765;2.0;209;2
29-07-2019;YTD;true;2;1268;1417811;2.0;209;2
29-07-2019;YTD;true;3;228;230853;2.0;209;2
30-07-2019;MTD;false;1;50;59000;57.0;30;1
30-07-2019;MTD;false;2;200;175000;55.0;30;1
30-07-2019;MTD;false;3;10;3000;56.0;30;1
30-07-2019;MTD;true;1;48;57097;57.0;30;1
30-07-2019;MTD;true;2;194;169355;55.0;30;1
30-07-2019;MTD;true;3;10;2903;56.0;30;1
30-07-2019;QTD;false;1;50;59000;2.0;30;1
30-07-2019;QTD;false;2;200;175000;2.0;30;1
30-07-2019;QTD;false;3;10;3000;2.0;30;1
30-07-2019;QTD;true;1;48;57097;2.0;30;1
30-07-2019;QTD;true;2;194;169355;2.0;30;1
30-07-2019;QTD;true;3;10;2903;2.0;30;1
30-07-2019;YTD;false;1;320;351000;2.0;210;1
30-07-2019;YTD;false;2;1280;1431000;2.0;210;1
30-07-2019;YTD;false;3;230;233000;2.0;210;1
30-07-2019;YTD;true;1;319;349382;2.0;210;1
30-07-2019;YTD;true;2;1274;1424406;2.0;210;1
30-07-2019;YTD;true;3;229;231926;2.0;210;1
31-07-2019;MTD;false;1;50;59000;57.0;31;0
31-07-2019;MTD;false;2;200;175000;55.0;31;0
31-07-2019;MTD;false;3;10;3000;56.0;31;0
31-07-2019;MTD;true;1;50;59000;57.0;31;0
31-07-2019;MTD;true;2;200;175000;55.0;31;0
31-07-2019;MTD;true;3;10;3000;56.0;31;0
31-07-2019;QTD;false;1;50;59000;2.0;31;0
31-07-2019;QTD;false;2;200;175000;2.0;31;0
31-07-2019;QTD;false;3;10;3000;2.0;31;0
31-07-2019;QTD;true;1;50;59000;2.0;31;0
31-07-2019;QTD;true;2;200;175000;2.0;31;0
31-07-2019;QTD;true;3;10;3000;2.0;31;0
31-07-2019;YTD;false;1;320;351000;2.0;211;0
31-07-2019;YTD;false;2;1280;1431000;2.0;211;0
31-07-2019;YTD;false;3;230;233000;2.0;211;0
31-07-2019;YTD;true;1;320;351000;2.0;211;0
31-07-2019;YTD;true;2;1280;1431000;2.0;211;0
31-07-2019;YTD;true;3;230;233000;2.0;211;0
01-08-2019;MTD;false;1;60;44000;60.0;1;30
01-08-2019;MTD;false;2;180;197000;58.0;1;30
01-08-2019;MTD;false;3;50;54000;59.0;1;30
01-08-2019;MTD;true;1;2;1419;60.0;1;30
01-08-2019;MTD;true;2;6;6355;58.0;1;30
01-08-2019;MTD;true;3;2;1742;59.0;1;30
01-08-2019;QTD;false;1;110;103000;2.0;32;30
01-08-2019;QTD;false;2;380;372000;2.0;32;30
01-08-2019;QTD;false;3;60;57000;2.0;32;30
01-08-2019;QTD;true;1;57;53161;2.0;32;30
01-08-2019;QTD;true;2;196;192000;2.0;32;30
01-08-2019;QTD;true;3;31;29419;2.0;32;30
01-08-2019;YTD;false;1;380;395000;2.0;212;30
01-08-2019;YTD;false;2;1460;1628000;2.0;212;30
01-08-2019;YTD;false;3;280;287000;2.0;212;30
01-08-2019;YTD;true;1;334;347218;2.0;212;30
01-08-2019;YTD;true;2;1283;1431065;2.0;212;30
01-08-2019;YTD;true;3;246;252282;2.0;212;30
02-08-2019;MTD;false;1;60;44000;60.0;2;29
02-08-2019;MTD;false;2;180;197000;58.0;2;29
02-08-2019;MTD;false;3;50;54000;59.0;2;29
02-08-2019;MTD;true;1;4;2839;60.0;2;29
02-08-2019;MTD;true;2;12;12710;58.0;2;29
02-08-2019;MTD;true;3;3;3484;59.0;2;29
02-08-2019;QTD;false;1;110;103000;2.0;33;29
02-08-2019;QTD;false;2;380;372000;2.0;33;29
02-08-2019;QTD;false;3;60;57000;2.0;33;29
02-08-2019;QTD;true;1;59;54823;2.0;33;29
02-08-2019;QTD;true;2;202;198000;2.0;33;29
02-08-2019;QTD;true;3;32;30339;2.0;33;29
02-08-2019;YTD;false;1;380;395000;2.0;213;29
02-08-2019;YTD;false;2;1460;1628000;2.0;213;29
02-08-2019;YTD;false;3;280;287000;2.0;213;29
02-08-2019;YTD;true;1;336;348810;2.0;213;29
02-08-2019;YTD;true;2;1289;1437629;2.0;213;29
02-08-2019;YTD;true;3;247;253440;2.0;213;29
03-08-2019;MTD;false;1;60;44000;60.0;3;28
03-08-2019;MTD;false;2;180;197000;58.0;3;28
03-08-2019;MTD;false;3;50;54000;59.0;3;28
03-08-2019;MTD;true;1;6;4258;60.0;3;28
03-08-2019;MTD;true;2;17;19065;58.0;3;28
03-08-2019;MTD;true;3;5;5226;59.0;3;28
03-08-2019;QTD;false;1;110;103000;2.0;34;28
03-08-2019;QTD;false;2;380;372000;2.0;34;28
03-08-2019;QTD;false;3;60;57000;2.0;34;28
03-08-2019;QTD;true;1;60;56484;2.0;34;28
03-08-2019;QTD;true;2;208;204000;2.0;34;28
03-08-2019;QTD;true;3;33;31258;2.0;34;28
03-08-2019;YTD;false;1;380;395000;2.0;214;28
03-08-2019;YTD;false;2;1460;1628000;2.0;214;28
03-08-2019;YTD;false;3;280;287000;2.0;214;28
03-08-2019;YTD;true;1;337;350403;2.0;214;28
03-08-2019;YTD;true;2;1295;1444194;2.0;214;28
03-08-2019;YTD;true;3;248;254597;2.0;214;28
04-08-2019;MTD;false;1;60;44000;60.0;4;27
04-08-2019;MTD;false;2;180;197000;58.0;4;27
04-08-2019;MTD;false;3;50;54000;59.0;4;27
04-08-2019;MTD;true;1;8;5677;60.0;4;27
04-08-2019;MTD;true;2;23;25419;58.0;4;27
04-08-2019;MTD;true;3;6;6968;59.0;4;27
04-08-2019;QTD;false;1;110;103000;2.0;35;27
04-08-2019;QTD;false;2;380;372000;2.0;35;27
04-08-2019;QTD;false;3;60;57000;2.0;35;27
04-08-2019;QTD;true;1;62;58145;2.0;35;27
04-08-2019;QTD;true;2;215;210000;2.0;35;27
04-08-2019;QTD;true;3;34;32177;2.0;35;27
04-08-2019;YTD;false;1;380;395000;2.0;215;27
04-08-2019;YTD;false;2;1460;1628000;2.0;215;27
04-08-2019;YTD;false;3;280;287000;2.0;215;27
04-08-2019;YTD;true;1;339;351996;2.0;215;27
04-08-2019;YTD;true;2;1301;1450758;2.0;215;27
04-08-2019;YTD;true;3;250;255754;2.0;215;27
05-08-2019;MTD;false;1;60;44000;60.0;5;26
05-08-2019;MTD;false;2;180;197000;58.0;5;26
05-08-2019;MTD;false;3;50;54000;59.0;5;26
05-08-2019;MTD;true;1;10;7097;60.0;5;26
05-08-2019;MTD;true;2;29;31774;58.0;5;26
05-08-2019;MTD;true;3;8;8710;59.0;5;26
05-08-2019;QTD;false;1;110;103000;2.0;36;26
05-08-2019;QTD;false;2;380;372000;2.0;36;26
05-08-2019;QTD;false;3;60;57000;2.0;36;26
05-08-2019;QTD;true;1;64;59806;2.0;36;26
05-08-2019;QTD;true;2;221;216000;2.0;36;26
05-08-2019;QTD;true;3;35;33097;2.0;36;26
05-08-2019;YTD;false;1;380;395000;2.0;216;26
05-08-2019;YTD;false;2;1460;1628000;2.0;216;26
05-08-2019;YTD;false;3;280;287000;2.0;216;26
05-08-2019;YTD;true;1;340;353589;2.0;216;26
05-08-2019;YTD;true;2;1307;1457323;2.0;216;26
05-08-2019;YTD;true;3;251;256911;2.0;216;26
06-08-2019;MTD;false;1;60;44000;60.0;6;25
06-08-2019;MTD;false;2;180;197000;58.0;6;25
06-08-2019;MTD;false;3;50;54000;59.0;6;25
06-08-2019;MTD;true;1;12;8516;60.0;6;25
06-08-2019;MTD;true;2;35;38129;58.0;6;25
06-08-2019;MTD;true;3;10;10452;59.0;6;25
06-08-2019;QTD;false;1;110;103000;2.0;37;25
06-08-2019;QTD;false;2;380;372000;2.0;37;25
06-08-2019;QTD;false;3;60;57000;2.0;37;25
06-08-2019;QTD;true;1;66;61468;2.0;37;25
06-08-2019;QTD;true;2;227;222000;2.0;37;25
06-08-2019;QTD;true;3;36;34016;2.0;37;25
06-08-2019;YTD;false;1;380;395000;2.0;217;25
06-08-2019;YTD;false;2;1460;1628000;2.0;217;25
06-08-2019;YTD;false;3;280;287000;2.0;217;25
06-08-2019;YTD;true;1;342;355181;2.0;217;25
06-08-2019;YTD;true;2;1313;1463887;2.0;217;25
06-08-2019;YTD;true;3;252;258069;2.0;217;25
07-08-2019;MTD;false;1;60;44000;60.0;7;24
07-08-2019;MTD;false;2;180;197000;58.0;7;24
07-08-2019;MTD;false;3;50;54000;59.0;7;24
07-08-2019;MTD;true;1;14;9935;60.0;7;24
07-08-2019;MTD;true;2;41;44484;58.0;7;24
07-08-2019;MTD;true;3;11;12194;59.0;7;24
07-08-2019;QTD;false;1;110;103000;2.0;38;24
07-08-2019;QTD;false;2;380;372000;2.0;38;24
07-08-2019;QTD;false;3;60;57000;2.0;38;24
07-08-2019;QTD;true;1;67;63129;2.0;38;24
07-08-2019;QTD;true;2;233;228000;2.0;38;24
07-08-2019;QTD;true;3;37;34935;2.0;38;24
07-08-2019;YTD;false;1;380;395000;2.0;218;24
07-08-2019;YTD;false;2;1460;1628000;2.0;218;24
07-08-2019;YTD;false;3;280;287000;2.0;218;24
07-08-2019;YTD;true;1;343;356774;2.0;218;24
07-08-2019;YTD;true;2;1319;1470452;2.0;218;24
07-08-2019;YTD;true;3;253;259226;2.0;218;24
08-08-2019;MTD;false;1;60;44000;60.0;8;23
08-08-2019;MTD;false;2;180;197000;58.0;8;23
08-08-2019;MTD;false;3;50;54000;59.0;8;23
08-08-2019;MTD;true;1;15;11355;60.0;8;23
08-08-2019;MTD;true;2;46;50839;58.0;8;23
08-08-2019;MTD;true;3;13;13935;59.0;8;23
08-08-2019;QTD;false;1;110;103000;2.0;39;23
08-08-2019;QTD;false;2;380;372000;2.0;39;23
08-08-2019;QTD;false;3;60;57000;2.0;39;23
08-08-2019;QTD;true;1;69;64790;2.0;39;23
08-08-2019;QTD;true;2;239;234000;2.0;39;23
08-08-2019;QTD;true;3;38;35855;2.0;39;23
08-08-2019;YTD;false;1;380;395000;2.0;219;23
08-08-2019;YTD;false;2;1460;1628000;2.0;219;23
08-08-2019;YTD;false;3;280;287000;2.0;219;23
08-08-2019;YTD;true;1;345;358367;2.0;219;23
08-08-2019;YTD;true;2;1325;1477016;2.0;219;23
08-08-2019;YTD;true;3;254;260383;2.0;219;23
09-08-2019;MTD;false;1;60;44000;60.0;9;22
09-08-2019;MTD;false;2;180;197000;58.0;9;22
09-08-2019;MTD;false;3;50;54000;59.0;9;22
09-08-2019;MTD;true;1;17;12774;60.0;9;22
09-08-2019;MTD;true;2;52;57194;58.0;9;22
09-08-2019;MTD;true;3;15;15677;59.0;9;22
09-08-2019;QTD;false;1;110;103000;2.0;40;22
09-08-2019;QTD;false;2;380;372000;2.0;40;22
09-08-2019;QTD;false;3;60;57000;2.0;40;22
09-08-2019;QTD;true;1;71;66452;2.0;40;22
09-08-2019;QTD;true;2;245;240000;2.0;40;22
09-08-2019;QTD;true;3;39;36774;2.0;40;22
09-08-2019;YTD;false;1;380;395000;2.0;220;22
09-08-2019;YTD;false;2;1460;1628000;2.0;220;22
09-08-2019;YTD;false;3;280;287000;2.0;220;22
09-08-2019;YTD;true;1;346;359960;2.0;220;22
09-08-2019;YTD;true;2;1330;1483581;2.0;220;22
09-08-2019;YTD;true;3;255;261540;2.0;220;22
10-08-2019;MTD;false;1;60;44000;60.0;10;21
10-08-2019;MTD;false;2;180;197000;58.0;10;21
10-08-2019;MTD;false;3;50;54000;59.0;10;21
10-08-2019;MTD;true;1;19;14194;60.0;10;21
10-08-2019;MTD;true;2;58;63548;58.0;10;21
