date_ref;period;order_status;nb_orders;nb_items;quantity;gross_sales;net_sales
13-05-2019;QTD;Completed;76;222;333;362195.78;324978.53
13-05-2019;YTD;Rejected;6;16;22;49125.8;43780.16
13-05-2019;YTD;Completed;246;745;1106;1340056.2;1200720.8
14-05-2019;MTD;Rejected;1;2;2;5749.98;5188.482
14-05-2019;MTD;Completed;22;63;96;118694.09;107365.336
14-05-2019;QTD;Rejected;2;6;7;13113.93;12070.237
14-05-2019;QTD;Completed;78;225;339;365435.72;327774.5
14-05-2019;YTD;Rejected;6;16;22;49125.8;43780.16
14-05-2019;YTD;Completed;248;748;1112;1343296.2;1203516.8
15-05-2019;MTD;Rejected;1;2;2;5749.98;5188.482
15-05-2019;MTD;Completed;25;76;116;150775.89;136075.75
15-05-2019;QTD;Rejected;2;6;7;13113.93;12070.237
15-05-2019;QTD;Completed;81;238;359;397517.5;356484.9
15-05-2019;YTD;Rejected;6;16;22;49125.8;43780.16
15-05-2019;YTD;Completed;251;761;1132;1375378.0;1232227.1
16-05-2019;MTD;Rejected;1;2;2;5749.98;5188.482
16-05-2019;MTD;Completed;27;79;121;152827.84;137905.72
16-05-2019;QTD;Rejected;2;6;7;13113.93;12070.237
16-05-2019;QTD;Completed;83;241;364;399569.47;358314.88
16-05-2019;YTD;Rejected;6;16;22;49125.8;43780.16
16-05-2019;YTD;Completed;253;764;1137;1377430.0;1234057.1
17-05-2019;MTD;Rejected;1;2;2;5749.98;5188.482
17-05-2019;MTD;Completed;27;79;121;152827.84;137905.72
17-05-2019;QTD;Rejected;2;6;7;13113.93;12070.237
17-05-2019;QTD;Completed;83;241;364;399569.47;358314.88
17-05-2019;YTD;Rejected;6;16;22;49125.8;43780.16
17-05-2019;YTD;Completed;253;764;1137;1377430.0;1234057.1
18-05-2019;MTD;Rejected;1;2;2;5749.98;5188.482
18-05-2019;MTD;Completed;28;80;122;153277.83;138324.2
18-05-2019;QTD;Rejected;2;6;7;13113.93;12070.237
18-05-2019;QTD;Completed;84;242;365;400019.44;358733.38
18-05-2019;YTD;Rejected;6;16;22;49125.8;43780.16
18-05-2019;YTD;Completed;254;765;1138;1377880.0;1234475.6
19-05-2019;MTD;Rejected;1;2;2;5749.98;5188.482
19-05-2019;MTD;Completed;29;82;125;155526.81;140460.73
19-05-2019;QTD;Rejected;2;6;7;13113.93;12070.237
19-05-2019;QTD;Completed;85;244;368;402268.44;360869.9
19-05-2019;YTD;Rejected;6;16;22;49125.8;43780.16
19-05-2019;YTD;Completed;255;767;1141;1380128.9;1236612.1
20-05-2019;MTD;Rejected;1;2;2;5749.98;5188.482
20-05-2019;MTD;Completed;33;96;146;186543.61;168544.58
20-05-2019;QTD;Rejected;2;6;7;13113.93;12070.237
20-05-2019;QTD;Completed;89;258;389;433285.22;388953.72
20-05-2019;YTD;Rejected;6;16;22;49125.8;43780.16
20-05-2019;YTD;Completed;259;781;1162;1411145.8;1264696.0
21-05-2019;MTD;Rejected;1;2;2;5749.98;5188.482
21-05-2019;MTD;Completed;35;102;154;200303.53;180501.8
21-05-2019;QTD;Rejected;2;6;7;13113.93;12070.237
21-05-2019;QTD;Completed;91;264;397;447045.16;400910.97
21-05-2019;YTD;Rejected;6;16;22;49125.8;43780.16
21-05-2019;YTD;Completed;261;787;1170;1424905.6;1276653.1
22-05-2019;MTD;Rejected;1;2;2;5749.98;5188.482
22-05-2019;MTD;Completed;36;104;158;206569.48;186389.14
22-05-2019;QTD;Rejected;2;6;7;13113.93;12070.237
22-05-2019;QTD;Completed;92;266;401;453311.12;406798.3
22-05-2019;YTD;Rejected;6;16;22;49125.8;43780.16
22-05-2019;YTD;Completed;262;789;1174;1431171.6;1282540.5
23-05-2019;MTD;Rejected;1;2;2;5749.98;5188.482
23-05-2019;MTD;Completed;39;117;180;242906.27;219349.75
23-05-2019;QTD;Rejected;2;6;7;13113.93;12070.237
23-05-2019;QTD;Completed;95;279;423;489647.88;439758.9
23-05-2019;YTD;Rejected;6;16;22;49125.8;43780.16
23-05-2019;YTD;Completed;265;802;1196;1467508.4;1315501.1
24-05-2019;MTD;Rejected;1;2;2;5749.98;5188.482
24-05-2019;MTD;Completed;40;119;183;243473.23;219877.03
24-05-2019;QTD;Rejected;2;6;7;13113.93;12070.237
24-05-2019;QTD;Completed;96;281;426;490214.88;440286.2
24-05-2019;YTD;Rejected;6;16;22;49125.8;43780.16
24-05-2019;YTD;Completed;266;804;1199;1468075.4;1316028.4
25-05-2019;MTD;Rejected;1;2;2;5749.98;5188.482
25-05-2019;MTD;Completed;41;122;187;246173.2;222160.0
25-05-2019;QTD;Rejected;2;6;7;13113.93;12070.237
25-05-2019;QTD;Completed;97;284;430;492914.8;442569.16
25-05-2019;YTD;Rejected;6;16;22;49125.8;43780.16
25-05-2019;YTD;Completed;267;807;1203;1470775.4;1318311.4
26-05-2019;MTD;Rejected;1;2;2;5749.98;5188.482
26-05-2019;MTD;Completed;44;128;195;252946.12;227856.12
26-05-2019;QTD;Rejected;2;6;7;13113.93;12070.237
26-05-2019;QTD;Completed;100;290;438;499687.75;448265.28
26-05-2019;YTD;Rejected;6;16;22;49125.8;43780.16
26-05-2019;YTD;Completed;270;813;1211;1477548.2;1324007.5
27-05-2019;MTD;Rejected;1;2;2;5749.98;5188.482
27-05-2019;MTD;Completed;46;134;206;257680.02;232026.33
27-05-2019;QTD;Rejected;2;6;7;13113.93;12070.237
27-05-2019;QTD;Completed;102;296;449;504421.62;452435.5
27-05-2019;YTD;Rejected;6;16;22;49125.8;43780.16
27-05-2019;YTD;Completed;272;819;1222;1482282.1;1328177.8
28-05-2019;MTD;Rejected;1;2;2;5749.98;5188.482
28-05-2019;MTD;Completed;49;143;216;266539.9;239760.25
28-05-2019;QTD;Rejected;2;6;7;13113.93;12070.237
28-05-2019;QTD;Completed;105;305;459;513281.53;460169.4
28-05-2019;YTD;Rejected;6;16;22;49125.8;43780.16
28-05-2019;YTD;Completed;275;828;1232;1491142.0;1335911.6
29-05-2019;MTD;Rejected;1;2;2;5749.98;5188.482
29-05-2019;MTD;Completed;50;144;217;268009.9;241127.33
29-05-2019;QTD;Rejected;2;6;7;13113.93;12070.237
29-05-2019;QTD;Completed;106;306;460;514751.53;461536.5
29-05-2019;YTD;Rejected;6;16;22;49125.8;43780.16
29-05-2019;YTD;Completed;276;829;1233;1492612.0;1337278.8
30-05-2019;MTD;Rejected;1;2;2;5749.98;5188.482
30-05-2019;MTD;Completed;53;153;229;285804.78;257584.84
30-05-2019;QTD;Rejected;2;6;7;13113.93;12070.237
30-05-2019;QTD;Completed;109;315;472;532546.4;477994.0
30-05-2019;YTD;Rejected;6;16;22;49125.8;43780.16
30-05-2019;YTD;Completed;279;838;1245;1510406.9;1353736.2
31-05-2019;MTD;Rejected;1;2;2;5749.98;5188.482
31-05-2019;MTD;Completed;56;161;239;292004.7;263044.75
31-05-2019;QTD;Rejected;2;6;7;13113.93;12070.237
31-05-2019;QTD;Completed;112;323;482;538746.3;483453.9
31-05-2019;YTD;Rejected;6;16;22;49125.8;43780.16
31-05-2019;YTD;Completed;282;846;1255;1516606.8;1359196.1
01-06-2019;QTD;Rejected;2;6;7;13113.93;12070.237
01-06-2019;QTD;Completed;112;323;482;538746.3;483453.9
01-06-2019;YTD;Rejected;6;16;22;49125.8;43780.16
01-06-2019;YTD;Completed;282;846;1255;1516606.8;1359196.1
02-06-2019;MTD;Rejected;1;2;3;1532.97;1226.376
02-06-2019;MTD;Completed;1;2;3;7349.97;5925.4746
02-06-2019;QTD;Rejected;3;8;10;14646.9;13296.613
02-06-2019;QTD;Completed;113;325;485;546096.25;489379.38
02-06-2019;YTD;Rejected;7;18;25;50658.77;45006.535
02-06-2019;YTD;Completed;283;848;1258;1523956.8;1365121.6
03-06-2019;MTD;Rejected;1;2;3;1532.97;1226.376
03-06-2019;MTD;Completed;3;8;12;22489.88;19514.396
03-06-2019;QTD;Rejected;3;8;10;14646.9;13296.613
03-06-2019;QTD;Completed;115;331;494;561236.2;502968.3
03-06-2019;YTD;Rejected;7;18;25;50658.77;45006.535
03-06-2019;YTD;Completed;285;854;1267;1539096.6;1378710.5
04-06-2019;MTD;Rejected;1;2;3;1532.97;1226.376
04-06-2019;MTD;Completed;3;8;12;22489.88;19514.396
04-06-2019;QTD;Rejected;3;8;10;14646.9;13296.613
04-06-2019;QTD;Completed;115;331;494;561236.2;502968.3
04-06-2019;YTD;Rejected;7;18;25;50658.77;45006.535
04-06-2019;YTD;Completed;285;854;1267;1539096.6;1378710.5
05-06-2019;MTD;Rejected;1;2;3;1532.97;1226.376
05-06-2019;MTD;Completed;6;18;27;58597.73;52384.16
05-06-2019;QTD;Rejected;3;8;10;14646.9;13296.613
05-06-2019;QTD;Completed;118;341;509;597344.0;535838.06
05-06-2019;YTD;Rejected;7;18;25;50658.77;45006.535
05-06-2019;YTD;Completed;288;864;1282;1575204.5;1411580.2
06-06-2019;MTD;Rejected;1;2;3;1532.97;1226.376
06-06-2019;MTD;Completed;6;18;27;58597.73;52384.16
06-06-2019;QTD;Rejected;3;8;10;14646.9;13296.613
06-06-2019;QTD;Completed;118;341;509;597344.0;535838.06
06-06-2019;YTD;Rejected;7;18;25;50658.77;45006.535
06-06-2019;YTD;Completed;288;864;1282;1575204.5;1411580.2
07-06-2019;MTD;Rejected;1;2;3;1532.97;1226.376
07-06-2019;MTD;Completed;9;24;35;68607.65;61652.09
07-06-2019;QTD;Rejected;3;8;10;14646.9;13296.613
07-06-2019;QTD;Completed;121;347;517;607353.94;545106.0
07-06-2019;YTD;Rejected;7;18;25;50658.77;45006.535
07-06-2019;YTD;Completed;291;870;1290;1585214.5;1420848.2
08-06-2019;MTD;Rejected;1;2;3;1532.97;1226.376
08-06-2019;MTD;Completed;9;24;35;68607.65;61652.09
08-06-2019;QTD;Rejected;3;8;10;14646.9;13296.613
08-06-2019;QTD;Completed;121;347;517;607353.94;545106.0
08-06-2019;YTD;Rejected;7;18;25;50658.77;45006.535
08-06-2019;YTD;Completed;291;870;1290;1585214.5;1420848.2
09-06-2019;MTD;Rejected;1;2;3;1532.97;1226.376
09-06-2019;MTD;Completed;10;29;42;88222.59;78513.836
09-06-2019;QTD;Rejected;3;8;10;14646.9;13296.613
09-06-2019;QTD;Completed;122;352;524;626968.9;561967.75
09-06-2019;YTD;Rejected;7;18;25;50658.77;45006.535
09-06-2019;YTD;Completed;292;875;1297;1604829.4;1437710.0
10-06-2019;MTD;Rejected;2;6;9;3846.91;3288.1228
10-06-2019;MTD;Completed;11;31;44;89422.57;79610.016
10-06-2019;QTD;Rejected;4;12;16;16960.84;15358.36
10-06-2019;QTD;Completed;123;354;526;628168.9;563063.94
10-06-2019;YTD;Rejected;8;22;31;52972.71;47068.285
10-06-2019;YTD;Completed;293;877;1299;1606029.4;1438806.1
11-06-2019;MTD;Rejected;2;6;9;3846.91;3288.1228
11-06-2019;MTD;Completed;14;40;58;123898.43;111528.29
11-06-2019;QTD;Rejected;4;12;16;16960.84;15358.36
11-06-2019;QTD;Completed;126;363;540;662644.75;594982.2
11-06-2019;YTD;Rejected;8;22;31;52972.71;47068.285
11-06-2019;YTD;Completed;296;886;1313;1640505.2;1470724.4
12-06-2019;MTD;Rejected;2;6;9;3846.91;3288.1228
12-06-2019;MTD;Completed;16;44;65;129940.36;116995.89
12-06-2019;QTD;Rejected;4;12;16;16960.84;15358.36
12-06-2019;QTD;Completed;128;367;547;668686.7;600449.8
12-06-2019;YTD;Rejected;8;22;31;52972.71;47068.285
12-06-2019;YTD;Completed;298;890;1320;1646547.1;1476192.0
13-06-2019;MTD;Rejected;2;6;9;3846.91;3288.1228
13-06-2019;MTD;Completed;18;51;75;135730.27;122241.875
13-06-2019;QTD;Rejected;4;12;16;16960.84;15358.36
13-06-2019;QTD;Completed;130;374;557;674476.56;605695.8
13-06-2019;YTD;Rejected;8;22;31;52972.71;47068.285
13-06-2019;YTD;Completed;300;897;1330;1652337.0;1481438.0
14-06-2019;MTD;Rejected;2;6;9;3846.91;3288.1228
14-06-2019;MTD;Completed;21;66;102;176497.98;159828.56
14-06-2019;QTD;Rejected;4;12;16;16960.84;15358.36
14-06-2019;QTD;Completed;133;389;584;715244.3;643282.5
14-06-2019;YTD;Rejected;8;22;31;52972.71;47068.285
14-06-2019;YTD;Completed;303;912;1357;1693104.8;1519024.6
15-06-2019;MTD;Rejected;2;6;9;3846.91;3288.1228
15-06-2019;MTD;Completed;23;74;115;185907.86;168215.14
15-06-2019;QTD;Rejected;4;12;16;16960.84;15358.36
15-06-2019;QTD;Completed;135;397;597;724654.2;651669.06
15-06-2019;YTD;Rejected;8;22;31;52972.71;47068.285
15-06-2019;YTD;Completed;305;920;1370;1702514.6;1527411.2
16-06-2019;MTD;Rejected;2;6;9;3846.91;3288.1228
16-06-2019;MTD;Completed;28;83;130;226807.7;205024.02
16-06-2019;QTD;Rejected;4;12;16;16960.84;15358.36
16-06-2019;QTD;Completed;140;406;612;765554.0;688477.94
16-06-2019;YTD;Rejected;8;22;31;52972.71;47068.285
16-06-2019;YTD;Completed;310;929;1385;1743414.5;1564220.1
17-06-2019;MTD;Rejected;2;6;9;3846.91;3288.1228
17-06-2019;MTD;Completed;32;99;155;252441.45;227943.64
17-06-2019;QTD;Rejected;4;12;16;16960.84;15358.36
17-06-2019;QTD;Completed;144;422;637;791187.75;711397.56
17-06-2019;YTD;Rejected;8;22;31;52972.71;47068.285
17-06-2019;YTD;Completed;314;945;1410;1769048.2;1587139.8
18-06-2019;MTD;Rejected;2;6;9;3846.91;3288.1228
18-06-2019;MTD;Completed;35;109;168;267884.34;242068.14
18-06-2019;QTD;Rejected;4;12;16;16960.84;15358.36
18-06-2019;QTD;Completed;147;432;650;806630.6;725522.06
18-06-2019;YTD;Rejected;8;22;31;52972.71;47068.285
18-06-2019;YTD;Completed;317;955;1423;1784491.1;1601264.2
19-06-2019;MTD;Rejected;2;6;9;3846.91;3288.1228
19-06-2019;MTD;Completed;38;115;178;284286.22;255927.89
19-06-2019;QTD;Rejected;4;12;16;16960.84;15358.36
19-06-2019;QTD;Completed;150;438;660;823032.5;739381.8
19-06-2019;YTD;Rejected;8;22;31;52972.71;47068.285
19-06-2019;YTD;Completed;320;961;1433;1800893.0;1615124.0
20-06-2019;MTD;Rejected;2;6;9;3846.91;3288.1228
20-06-2019;MTD;Completed;41;120;184;286296.16;257703.83
20-06-2019;QTD;Rejected;4;12;16;16960.84;15358.36
20-06-2019;QTD;Completed;153;443;666;825042.5;741157.75
20-06-2019;YTD;Rejected;8;22;31;52972.71;47068.285
20-06-2019;YTD;Completed;323;966;1439;1802903.0;1616900.0
21-06-2019;MTD;Rejected;2;6;9;3846.91;3288.1228
21-06-2019;MTD;Completed;44;129;196;303450.06;273733.94
21-06-2019;QTD;Rejected;4;12;16;16960.84;15358.36
21-06-2019;QTD;Completed;156;452;678;842196.4;757187.9
21-06-2019;YTD;Rejected;8;22;31;52972.71;47068.285
21-06-2019;YTD;Completed;326;975;1451;1820056.9;1632930.1
22-06-2019;MTD;Rejected;2;6;9;3846.91;3288.1228
22-06-2019;MTD;Completed;46;138;211;320893.9;289678.22
22-06-2019;QTD;Rejected;4;12;16;16960.84;15358.36
22-06-2019;QTD;Completed;158;461;693;859640.25;773132.1
22-06-2019;YTD;Rejected;8;22;31;52972.71;47068.285
22-06-2019;YTD;Completed;328;984;1466;1837500.8;1648874.4
23-06-2019;MTD;Rejected;2;6;9;3846.91;3288.1228
23-06-2019;MTD;Completed;47;140;213;324883.9;293325.22
23-06-2019;QTD;Rejected;4;12;16;16960.84;15358.36
23-06-2019;QTD;Completed;159;463;695;863630.2;776779.1
23-06-2019;YTD;Rejected;8;22;31;52972.71;47068.285
23-06-2019;YTD;Completed;329;986;1468;1841490.8;1652521.4
24-06-2019;MTD;Rejected;2;6;9;3846.91;3288.1228
24-06-2019;MTD;Completed;49;146;224;348180.78;314780.94
24-06-2019;QTD;Rejected;4;12;16;16960.84;15358.36
24-06-2019;QTD;Completed;161;469;706;886927.06;798234.8
24-06-2019;YTD;Rejected;8;22;31;52972.71;47068.285
24-06-2019;YTD;Completed;331;992;1479;1864787.6;1673977.0
25-06-2019;MTD;Rejected;2;6;9;3846.91;3288.1228
25-06-2019;MTD;Completed;51;149;229;351822.75;318009.47
25-06-2019;QTD;Rejected;4;12;16;16960.84;15358.36
25-06-2019;QTD;Completed;163;472;711;890569.06;801463.4
25-06-2019;YTD;Rejected;8;22;31;52972.71;47068.285
25-06-2019;YTD;Completed;333;995;1484;1868429.5;1677205.6
26-06-2019;MTD;Rejected;2;6;9;3846.91;3288.1228
26-06-2019;MTD;Completed;57;172;266;396258.38;358160.06
26-06-2019;QTD;Rejected;4;12;16;16960.84;15358.36
26-06-2019;QTD;Completed;169;495;748;935004.7;841613.94
26-06-2019;YTD;Rejected;8;22;31;52972.71;47068.285
26-06-2019;YTD;Completed;339;1018;1521;1912865.1;1717356.1
27-06-2019;MTD;Rejected;2;6;9;3846.91;3288.1228
27-06-2019;MTD;Completed;59;181;278;407469.25;367906.75
27-06-2019;QTD;Rejected;4;12;16;16960.84;15358.36
27-06-2019;QTD;Completed;171;504;760;946215.56;851360.7
27-06-2019;YTD;Rejected;8;22;31;52972.71;47068.285
27-06-2019;YTD;Completed;341;1027;1533;1924076.0;1727102.9
28-06-2019;MTD;Rejected;2;6;9;3846.91;3288.1228
28-06-2019;MTD;Completed;59;181;278;407469.25;367906.75
28-06-2019;QTD;Rejected;4;12;16;16960.84;15358.36
28-06-2019;QTD;Completed;171;504;760;946215.56;851360.7
28-06-2019;YTD;Rejected;8;22;31;52972.71;47068.285
28-06-2019;YTD;Completed;341;1027;1533;1924076.0;1727102.9
29-06-2019;MTD;Rejected;2;6;9;3846.91;3288.1228
29-06-2019;MTD;Completed;59;181;278;407469.25;367906.75
29-06-2019;QTD;Rejected;4;12;16;16960.84;15358.36
29-06-2019;QTD;Completed;171;504;760;946215.56;851360.7
29-06-2019;YTD;Rejected;8;22;31;52972.71;47068.285
29-06-2019;YTD;Completed;341;1027;1533;1924076.0;1727102.9
30-06-2019;MTD;Rejected;2;6;9;3846.91;3288.1228
30-06-2019;MTD;Completed;61;187;287;416045.16;375577.53
30-06-2019;QTD;Rejected;4;12;16;16960.84;15358.36
30-06-2019;QTD;Completed;173;510;769;954791.44;859031.44
30-06-2019;YTD;Rejected;8;22;31;52972.71;47068.285
30-06-2019;YTD;Completed;343;1033;1542;1932652.0;1734773.6
01-07-2019;YTD;Rejected;8;22;31;52972.71;47068.285
01-07-2019;YTD;Completed;343;1033;1542;1932652.0;1734773.6
02-07-2019;MTD;Completed;3;11;15;22865.85;20277.926
02-07-2019;QTD;Completed;3;11;15;22865.85;20277.926
02-07-2019;YTD;Rejected;8;22;31;52972.71;47068.285
02-07-2019;YTD;Completed;346;1044;1557;1955517.8;1755051.6
03-07-2019;MTD;Completed;3;11;15;22865.85;20277.926
03-07-2019;QTD;Completed;3;11;15;22865.85;20277.926
03-07-2019;YTD;Rejected;8;22;31;52972.71;47068.285
03-07-2019;YTD;Completed;346;1044;1557;1955517.8;1755051.6
04-07-2019;MTD;Completed;4;15;21;25695.79;22730.873
04-07-2019;QTD;Completed;4;15;21;25695.79;22730.873
04-07-2019;YTD;Rejected;8;22;31;52972.71;47068.285
04-07-2019;YTD;Completed;347;1048;1563;1958347.8;1757504.5
05-07-2019;MTD;Completed;4;15;21;25695.79;22730.873
05-07-2019;QTD;Completed;4;15;21;25695.79;22730.873
05-07-2019;YTD;Rejected;8;22;31;52972.71;47068.285
05-07-2019;YTD;Completed;347;1048;1563;1958347.8;1757504.5
06-07-2019;MTD;Completed;5;18;25;32568.75;28229.242
06-07-2019;QTD;Completed;5;18;25;32568.75;28229.242
06-07-2019;YTD;Rejected;8;22;31;52972.71;47068.285
06-07-2019;YTD;Completed;348;1051;1567;1965220.8;1763002.9
07-07-2019;MTD;Completed;6;23;31;39208.69;34303.29
07-07-2019;QTD;Completed;6;23;31;39208.69;34303.29
07-07-2019;YTD;Rejected;8;22;31;52972.71;47068.285
07-07-2019;YTD;Completed;349;1056;1573;1971860.6;1769077.0
08-07-2019;MTD;Completed;6;23;31;39208.69;34303.29
08-07-2019;QTD;Completed;6;23;31;39208.69;34303.29
08-07-2019;YTD;Rejected;8;22;31;52972.71;47068.285
08-07-2019;YTD;Completed;349;1056;1573;1971860.6;1769077.0
09-07-2019;MTD;Completed;8;31;44;52259.58;45642.523
09-07-2019;QTD;Completed;8;31;44;52259.58;45642.523
09-07-2019;YTD;Rejected;8;22;31;52972.71;47068.285
09-07-2019;YTD;Completed;351;1064;1586;1984911.5;1780416.1
10-07-2019;MTD;Completed;8;31;44;52259.58;45642.523
10-07-2019;QTD;Completed;8;31;44;52259.58;45642.523
10-07-2019;YTD;Rejected;8;22;31;52972.71;47068.285
10-07-2019;YTD;Completed;351;1064;1586;1984911.5;1780416.1
11-07-2019;MTD;Completed;11;39;57;57287.45;50133.504
11-07-2019;QTD;Completed;11;39;57;57287.45;50133.504
11-07-2019;YTD;Rejected;8;22;31;52972.71;47068.285
11-07-2019;YTD;Completed;354;1072;1599;1989939.4;1784907.1
12-07-2019;MTD;Completed;14;47;70;64854.34;57174.043
12-07-2019;QTD;Completed;14;47;70;64854.34;57174.043
12-07-2019;YTD;Rejected;8;22;31;52972.71;47068.285
12-07-2019;YTD;Completed;357;1080;1612;1997506.2;1791947.8
13-07-2019;MTD;Completed;15;51;75;72685.29;64354.027
13-07-2019;QTD;Completed;15;51;75;72685.29;64354.027
13-07-2019;YTD;Rejected;8;22;31;52972.71;47068.285
13-07-2019;YTD;Completed;358;1084;1617;2005337.2;1799127.6
14-07-2019;MTD;Completed;18;58;86;92934.18;83259.23
14-07-2019;QTD;Completed;18;58;86;92934.18;83259.23
14-07-2019;YTD;Rejected;8;22;31;52972.71;47068.285
14-07-2019;YTD;Completed;361;1091;1628;2025586.1;1818032.9
15-07-2019;MTD;Completed;20;66;97;109781.07;98715.43
15-07-2019;QTD;Completed;20;66;97;109781.07;98715.43
15-07-2019;YTD;Rejected;8;22;31;52972.71;47068.285
15-07-2019;YTD;Completed;363;1099;1639;2042433.0;1833489.1
16-07-2019;MTD;Completed;23;76;110;116528.94;104784.06
16-07-2019;QTD;Completed;23;76;110;116528.94;104784.06
16-07-2019;YTD;Rejected;8;22;31;52972.71;47068.285
16-07-2019;YTD;Completed;366;1109;1652;2049180.9;1839557.8
17-07-2019;MTD;Completed;23;76;110;116528.94;104784.06
17-07-2019;QTD;Completed;23;76;110;116528.94;104784.06
17-07-2019;YTD;Rejected;8;22;31;52972.71;47068.285
17-07-2019;YTD;Completed;366;1109;1652;2049180.9;1839557.8
18-07-2019;MTD;Rejected;1;1;2;833.98;750.582
18-07-2019;MTD;Completed;25;82;119;121708.85;109296.984
18-07-2019;QTD;Rejected;1;1;2;833.98;750.582
18-07-2019;QTD;Completed;25;82;119;121708.85;109296.984
18-07-2019;YTD;Rejected;9;23;33;53806.69;47818.867
18-07-2019;YTD;Completed;368;1115;1661;2054360.8;1844070.6
19-07-2019;MTD;Rejected;1;1;2;833.98;750.582
19-07-2019;MTD;Completed;29;92;136;135708.69;122075.836
19-07-2019;QTD;Rejected;1;1;2;833.98;750.582
19-07-2019;QTD;Completed;29;92;136;135708.69;122075.836
19-07-2019;YTD;Rejected;9;23;33;53806.69;47818.867
19-07-2019;YTD;Completed;372;1125;1678;2068360.6;1856849.5
20-07-2019;MTD;Rejected;1;1;2;833.98;750.582
20-07-2019;MTD;Completed;30;97;144;140226.62;125877.484
20-07-2019;QTD;Rejected;1;1;2;833.98;750.582
20-07-2019;QTD;Completed;30;97;144;140226.62;125877.484
20-07-2019;YTD;Rejected;9;23;33;53806.69;47818.867
20-07-2019;YTD;Completed;373;1130;1686;2072878.6;1860651.1
21-07-2019;MTD;Rejected;1;1;2;833.98;750.582
21-07-2019;MTD;Completed;30;97;144;140226.62;125877.484
21-07-2019;QTD;Rejected;1;1;2;833.98;750.582
21-07-2019;QTD;Completed;30;97;144;140226.62;125877.484
21-07-2019;YTD;Rejected;9;23;33;53806.69;47818.867
21-07-2019;YTD;Completed;373;1130;1686;2072878.6;1860651.1
22-07-2019;MTD;Rejected;1;1;2;833.98;750.582
22-07-2019;MTD;Completed;32;104;154;144552.52;129643.195
22-07-2019;QTD;Rejected;1;1;2;833.98;750.582
22-07-2019;QTD;Completed;32;104;154;144552.52;129643.195
22-07-2019;YTD;Rejected;9;23;33;53806.69;47818.867
22-07-2019;YTD;Completed;375;1137;1696;2077204.5;1864416.9
23-07-2019;MTD;Rejected;2;6;11;17397.89;16275.697
23-07-2019;MTD;Completed;37;122;179;177394.27;159569.02
23-07-2019;QTD;Rejected;2;6;11;17397.89;16275.697
23-07-2019;QTD;Completed;37;122;179;177394.27;159569.02
23-07-2019;YTD;Rejected;10;28;42;70370.6;63343.98
23-07-2019;YTD;Completed;380;1155;1721;2110046.2;1894342.6
24-07-2019;MTD;Rejected;2;6;11;17397.89;16275.697
24-07-2019;MTD;Completed;37;122;179;177394.27;159569.02
24-07-2019;QTD;Rejected;2;6;11;17397.89;16275.697
24-07-2019;QTD;Completed;37;122;179;177394.27;159569.02
24-07-2019;YTD;Rejected;10;28;42;70370.6;63343.98
24-07-2019;YTD;Completed;380;1155;1721;2110046.2;1894342.6
25-07-2019;MTD;Rejected;2;6;11;17397.89;16275.697
25-07-2019;MTD;Completed;37;122;179;177394.27;159569.02
25-07-2019;QTD;Rejected;2;6;11;17397.89;16275.697
25-07-2019;QTD;Completed;37;122;179;177394.27;159569.02
25-07-2019;YTD;Rejected;10;28;42;70370.6;63343.98
25-07-2019;YTD;Completed;380;1155;1721;2110046.2;1894342.6
26-07-2019;MTD;Rejected;2;6;11;17397.89;16275.697
26-07-2019;MTD;Completed;39;125;185;186534.2;168061.95
26-07-2019;QTD;Rejected;2;6;11;17397.89;16275.697
26-07-2019;QTD;Completed;39;125;185;186534.2;168061.95
26-07-2019;YTD;Rejected;10;28;42;70370.6;63343.98
26-07-2019;YTD;Completed;382;1158;1727;2119186.2;1902835.6
27-07-2019;MTD;Rejected;2;6;11;17397.89;16275.697
27-07-2019;MTD;Completed;40;130;192;192611.16;173184.3
27-07-2019;QTD;Rejected;2;6;11;17397.89;16275.697
27-07-2019;QTD;Completed;40;130;192;192611.16;173184.3
27-07-2019;YTD;Rejected;10;28;42;70370.6;63343.98
27-07-2019;YTD;Completed;383;1163;1734;2125263.0;1907958.0
28-07-2019;MTD;Rejected;2;6;11;17397.89;16275.697
28-07-2019;MTD;Completed;40;130;192;192611.16;173184.3
28-07-2019;QTD;Rejected;2;6;11;17397.89;16275.697
28-07-2019;QTD;Completed;40;130;192;192611.16;173184.3
28-07-2019;YTD;Rejected;10;28;42;70370.6;63343.98
28-07-2019;YTD;Completed;383;1163;1734;2125263.0;1907958.0
29-07-2019;MTD;Rejected;2;6;11;17397.89;16275.697
29-07-2019;MTD;Completed;42;137;201;206529.08;185200.44
29-07-2019;QTD;Rejected;2;6;11;17397.89;16275.697
29-07-2019;QTD;Completed;42;137;201;206529.08;185200.44
29-07-2019;YTD;Rejected;10;28;42;70370.6;63343.98
29-07-2019;YTD;Completed;385;1170;1743;2139181.0;1919974.1
30-07-2019;MTD;Rejected;2;6;11;17397.89;16275.697
30-07-2019;MTD;Completed;48;154;228;232175.84;208079.39
30-07-2019;QTD;Rejected;2;6;11;17397.89;16275.697
30-07-2019;QTD;Completed;48;154;228;232175.84;208079.39
30-07-2019;YTD;Rejected;10;28;42;70370.6;63343.98
30-07-2019;YTD;Completed;391;1187;1770;2164827.8;1942853.0
31-07-2019;MTD;Rejected;2;6;11;17397.89;16275.697
31-07-2019;MTD;Completed;50;161;238;238329.73;213719.7
