date_ref;period;staff_id;nb_orders;nb_items;quantity;gross_sales;net_sales
16-03-2019;YTD;1;30;92;131;136943.7;122504.586
16-03-2019;YTD;2;96;283;421;586354.94;524650.56
16-03-2019;YTD;3;19;64;94;91987.08;82963.82
17-03-2019;MTD;1;8;25;35;27559.65;24188.666
17-03-2019;MTD;2;28;74;108;140272.95;123229.164
17-03-2019;MTD;3;5;17;24;16949.76;15116.354
17-03-2019;QTD;1;30;92;131;136943.7;122504.586
17-03-2019;QTD;2;96;283;421;586354.94;524650.56
17-03-2019;QTD;3;19;64;94;91987.08;82963.82
17-03-2019;YTD;1;30;92;131;136943.7;122504.586
17-03-2019;YTD;2;96;283;421;586354.94;524650.56
17-03-2019;YTD;3;19;64;94;91987.08;82963.82
18-03-2019;MTD;1;9;28;39;38259.61;33463.633
18-03-2019;MTD;2;29;75;109;141034.95;123953.055
18-03-2019;MTD;3;7;22;31;32670.7;29518.7
18-03-2019;QTD;1;31;95;135;147643.67;131779.55
18-03-2019;QTD;2;97;284;422;587116.94;525374.44
18-03-2019;QTD;3;21;69;101;107708.02;97366.164
18-03-2019;YTD;1;31;95;135;147643.67;131779.55
18-03-2019;YTD;2;97;284;422;587116.94;525374.44
18-03-2019;YTD;3;21;69;101;107708.02;97366.164
19-03-2019;MTD;1;9;28;39;38259.61;33463.633
19-03-2019;MTD;2;31;79;116;149784.88;131952.6
19-03-2019;MTD;3;7;22;31;32670.7;29518.7
19-03-2019;QTD;1;31;95;135;147643.67;131779.55
19-03-2019;QTD;2;99;288;429;595866.9;533374.0
19-03-2019;QTD;3;21;69;101;107708.02;97366.164
19-03-2019;YTD;1;31;95;135;147643.67;131779.55
19-03-2019;YTD;2;99;288;429;595866.9;533374.0
19-03-2019;YTD;3;21;69;101;107708.02;97366.164
20-03-2019;MTD;1;9;28;39;38259.61;33463.633
20-03-2019;MTD;2;32;81;119;153984.84;135442.56
20-03-2019;MTD;3;7;22;31;32670.7;29518.7
20-03-2019;QTD;1;31;95;135;147643.67;131779.55
20-03-2019;QTD;2;100;290;432;600066.8;536863.94
20-03-2019;QTD;3;21;69;101;107708.02;97366.164
20-03-2019;YTD;1;31;95;135;147643.67;131779.55
20-03-2019;YTD;2;100;290;432;600066.8;536863.94
20-03-2019;YTD;3;21;69;101;107708.02;97366.164
21-03-2019;MTD;1;9;28;39;38259.61;33463.633
21-03-2019;MTD;2;32;81;119;153984.84;135442.56
21-03-2019;MTD;3;7;22;31;32670.7;29518.7
21-03-2019;QTD;1;31;95;135;147643.67;131779.55
21-03-2019;QTD;2;100;290;432;600066.8;536863.94
21-03-2019;QTD;3;21;69;101;107708.02;97366.164
21-03-2019;YTD;1;31;95;135;147643.67;131779.55
21-03-2019;YTD;2;100;290;432;600066.8;536863.94
21-03-2019;YTD;3;21;69;101;107708.02;97366.164
22-03-2019;MTD;1;9;28;39;38259.61;33463.633
22-03-2019;MTD;2;33;86;125;163934.8;143552.52
22-03-2019;MTD;3;7;22;31;32670.7;29518.7
22-03-2019;QTD;1;31;95;135;147643.67;131779.55
22-03-2019;QTD;2;101;295;438;610016.75;544973.94
22-03-2019;QTD;3;21;69;101;107708.02;97366.164
22-03-2019;YTD;1;31;95;135;147643.67;131779.55
22-03-2019;YTD;2;101;295;438;610016.75;544973.94
22-03-2019;YTD;3;21;69;101;107708.02;97366.164
23-03-2019;MTD;1;9;28;39;38259.61;33463.633
23-03-2019;MTD;2;36;95;139;174813.66;153686.36
23-03-2019;MTD;3;8;23;33;33610.68;30270.684
23-03-2019;QTD;1;31;95;135;147643.67;131779.55
23-03-2019;QTD;2;104;304;452;620895.6;555107.75
23-03-2019;QTD;3;22;70;103;108648.0;98118.15
23-03-2019;YTD;1;31;95;135;147643.67;131779.55
23-03-2019;YTD;2;104;304;452;620895.6;555107.75
23-03-2019;YTD;3;22;70;103;108648.0;98118.15
24-03-2019;MTD;1;9;28;39;38259.61;33463.633
24-03-2019;MTD;2;37;100;146;190751.6;168421.78
24-03-2019;MTD;3;8;23;33;33610.68;30270.684
24-03-2019;QTD;1;31;95;135;147643.67;131779.55
24-03-2019;QTD;2;105;309;459;636833.56;569843.2
24-03-2019;QTD;3;22;70;103;108648.0;98118.15
24-03-2019;YTD;1;31;95;135;147643.67;131779.55
24-03-2019;YTD;2;105;309;459;636833.56;569843.2
24-03-2019;YTD;3;22;70;103;108648.0;98118.15
25-03-2019;MTD;1;9;28;39;38259.61;33463.633
25-03-2019;MTD;2;37;100;146;190751.6;168421.78
25-03-2019;MTD;3;8;23;33;33610.68;30270.684
25-03-2019;QTD;1;31;95;135;147643.67;131779.55
25-03-2019;QTD;2;105;309;459;636833.56;569843.2
25-03-2019;QTD;3;22;70;103;108648.0;98118.15
25-03-2019;YTD;1;31;95;135;147643.67;131779.55
25-03-2019;YTD;2;105;309;459;636833.56;569843.2
25-03-2019;YTD;3;22;70;103;108648.0;98118.15
26-03-2019;MTD;1;10;33;46;42969.54;37564.066
26-03-2019;MTD;2;37;100;146;190751.6;168421.78
26-03-2019;MTD;3;8;23;33;33610.68;30270.684
26-03-2019;QTD;1;32;100;142;152353.6;135879.98
26-03-2019;QTD;2;105;309;459;636833.56;569843.2
26-03-2019;QTD;3;22;70;103;108648.0;98118.15
26-03-2019;YTD;1;32;100;142;152353.6;135879.98
26-03-2019;YTD;2;105;309;459;636833.56;569843.2
26-03-2019;YTD;3;22;70;103;108648.0;98118.15
27-03-2019;MTD;1;11;38;55;62051.45;55144.785
27-03-2019;MTD;2;38;105;154;197061.52;174273.7
27-03-2019;MTD;3;8;23;33;33610.68;30270.684
27-03-2019;QTD;1;33;105;151;171435.52;153460.7
27-03-2019;QTD;2;106;314;467;643143.5;575695.1
27-03-2019;QTD;3;22;70;103;108648.0;98118.15
27-03-2019;YTD;1;33;105;151;171435.52;153460.7
27-03-2019;YTD;2;106;314;467;643143.5;575695.1
27-03-2019;YTD;3;22;70;103;108648.0;98118.15
28-03-2019;MTD;1;12;39;56;62391.44;55460.977
28-03-2019;MTD;2;39;109;159;207227.45;183431.47
28-03-2019;MTD;3;9;27;39;36623.62;33113.758
28-03-2019;QTD;1;34;106;152;171775.5;153776.89
28-03-2019;QTD;2;107;318;472;653309.44;584852.9
28-03-2019;QTD;3;23;74;109;111660.94;100961.23
28-03-2019;YTD;1;34;106;152;171775.5;153776.89
28-03-2019;YTD;2;107;318;472;653309.44;584852.9
28-03-2019;YTD;3;23;74;109;111660.94;100961.23
29-03-2019;MTD;1;12;39;56;62391.44;55460.977
29-03-2019;MTD;2;41;117;172;230297.33;204069.45
29-03-2019;MTD;3;9;27;39;36623.62;33113.758
29-03-2019;QTD;1;34;106;152;171775.5;153776.89
29-03-2019;QTD;2;109;326;485;676379.3;605490.9
29-03-2019;QTD;3;23;74;109;111660.94;100961.23
29-03-2019;YTD;1;34;106;152;171775.5;153776.89
29-03-2019;YTD;2;109;326;485;676379.3;605490.9
29-03-2019;YTD;3;23;74;109;111660.94;100961.23
30-03-2019;MTD;1;12;39;56;62391.44;55460.977
30-03-2019;MTD;2;43;127;189;244297.16;215883.4
30-03-2019;MTD;3;9;27;39;36623.62;33113.758
30-03-2019;QTD;1;34;106;152;171775.5;153776.89
30-03-2019;QTD;2;111;336;502;690379.1;617304.8
30-03-2019;QTD;3;23;74;109;111660.94;100961.23
30-03-2019;YTD;1;34;106;152;171775.5;153776.89
30-03-2019;YTD;2;111;336;502;690379.1;617304.8
30-03-2019;YTD;3;23;74;109;111660.94;100961.23
31-03-2019;MTD;1;12;39;56;62391.44;55460.977
31-03-2019;MTD;2;45;134;199;248342.1;219582.69
31-03-2019;MTD;3;9;27;39;36623.62;33113.758
31-03-2019;QTD;1;34;106;152;171775.5;153776.89
31-03-2019;QTD;2;113;343;512;694424.06;621004.06
31-03-2019;QTD;3;23;74;109;111660.94;100961.23
31-03-2019;YTD;1;34;106;152;171775.5;153776.89
31-03-2019;YTD;2;113;343;512;694424.06;621004.06
31-03-2019;YTD;3;23;74;109;111660.94;100961.23
01-04-2019;MTD;2;2;6;8;11450.92;9557.829
01-04-2019;MTD;3;1;5;10;4333.9;3818.2124
01-04-2019;QTD;2;2;6;8;11450.92;9557.829
01-04-2019;QTD;3;1;5;10;4333.9;3818.2124
01-04-2019;YTD;1;34;106;152;171775.5;153776.89
01-04-2019;YTD;2;115;349;520;705875.0;630561.94
01-04-2019;YTD;3;24;79;119;115994.84;104779.44
02-04-2019;MTD;2;3;10;14;13421.86;11311.976
02-04-2019;MTD;3;1;5;10;4333.9;3818.2124
02-04-2019;QTD;2;3;10;14;13421.86;11311.976
02-04-2019;QTD;3;1;5;10;4333.9;3818.2124
02-04-2019;YTD;1;34;106;152;171775.5;153776.89
02-04-2019;YTD;2;116;353;526;707845.94;632316.06
02-04-2019;YTD;3;24;79;119;115994.84;104779.44
03-04-2019;MTD;1;1;4;7;2727.93;2259.3408
03-04-2019;MTD;2;4;12;18;15601.82;13175.941
03-04-2019;MTD;3;1;5;10;4333.9;3818.2124
03-04-2019;QTD;1;1;4;7;2727.93;2259.3408
03-04-2019;QTD;2;4;12;18;15601.82;13175.941
03-04-2019;QTD;3;1;5;10;4333.9;3818.2124
03-04-2019;YTD;1;35;110;159;174503.44;156036.23
03-04-2019;YTD;2;117;355;530;710025.9;634180.0
03-04-2019;YTD;3;24;79;119;115994.84;104779.44
04-04-2019;MTD;1;1;4;7;2727.93;2259.3408
04-04-2019;MTD;2;6;19;30;25529.72;22564.486
04-04-2019;MTD;3;2;6;11;4583.89;4018.2043
04-04-2019;QTD;1;1;4;7;2727.93;2259.3408
04-04-2019;QTD;2;6;19;30;25529.72;22564.486
04-04-2019;QTD;3;2;6;11;4583.89;4018.2043
04-04-2019;YTD;1;35;110;159;174503.44;156036.23
04-04-2019;YTD;2;119;362;542;719953.75;643568.56
04-04-2019;YTD;3;25;80;120;116244.83;104979.43
05-04-2019;MTD;1;1;4;7;2727.93;2259.3408
05-04-2019;MTD;2;8;24;36;28643.66;25244.436
05-04-2019;MTD;3;2;6;11;4583.89;4018.2043
05-04-2019;QTD;1;1;4;7;2727.93;2259.3408
05-04-2019;QTD;2;8;24;36;28643.66;25244.436
05-04-2019;QTD;3;2;6;11;4583.89;4018.2043
05-04-2019;YTD;1;35;110;159;174503.44;156036.23
05-04-2019;YTD;2;121;367;548;723067.75;646248.5
05-04-2019;YTD;3;25;80;120;116244.83;104979.43
06-04-2019;MTD;1;1;4;7;2727.93;2259.3408
06-04-2019;MTD;2;9;26;38;30013.64;26452.918
06-04-2019;MTD;3;3;9;16;16983.84;15368.161
06-04-2019;QTD;1;1;4;7;2727.93;2259.3408
06-04-2019;QTD;2;9;26;38;30013.64;26452.918
06-04-2019;QTD;3;3;9;16;16983.84;15368.161
06-04-2019;YTD;1;35;110;159;174503.44;156036.23
06-04-2019;YTD;2;122;369;550;724437.7;647457.0
06-04-2019;YTD;3;26;83;125;128644.78;116329.38
07-04-2019;MTD;1;2;5;9;3147.91;2637.3228
07-04-2019;MTD;2;12;34;48;44755.55;39169.645
07-04-2019;MTD;3;3;9;16;16983.84;15368.161
07-04-2019;QTD;1;2;5;9;3147.91;2637.3228
07-04-2019;QTD;2;12;34;48;44755.55;39169.645
07-04-2019;QTD;3;3;9;16;16983.84;15368.161
07-04-2019;YTD;1;36;111;161;174923.4;156414.22
07-04-2019;YTD;2;125;377;560;739179.6;660173.75
07-04-2019;YTD;3;26;83;125;128644.78;116329.38
08-04-2019;MTD;1;2;5;9;3147.91;2637.3228
08-04-2019;MTD;2;12;34;48;44755.55;39169.645
08-04-2019;MTD;3;3;9;16;16983.84;15368.161
08-04-2019;QTD;1;2;5;9;3147.91;2637.3228
08-04-2019;QTD;2;12;34;48;44755.55;39169.645
08-04-2019;QTD;3;3;9;16;16983.84;15368.161
08-04-2019;YTD;1;36;111;161;174923.4;156414.22
08-04-2019;YTD;2;125;377;560;739179.6;660173.75
08-04-2019;YTD;3;26;83;125;128644.78;116329.38
09-04-2019;MTD;1;2;5;9;3147.91;2637.3228
09-04-2019;MTD;2;14;39;56;53325.47;46834.375
09-04-2019;MTD;3;3;9;16;16983.84;15368.161
09-04-2019;QTD;1;2;5;9;3147.91;2637.3228
09-04-2019;QTD;2;14;39;56;53325.47;46834.375
09-04-2019;QTD;3;3;9;16;16983.84;15368.161
09-04-2019;YTD;1;36;111;161;174923.4;156414.22
09-04-2019;YTD;2;127;382;568;747749.5;667838.44
09-04-2019;YTD;3;26;83;125;128644.78;116329.38
10-04-2019;MTD;1;2;5;9;3147.91;2637.3228
10-04-2019;MTD;2;14;39;56;53325.47;46834.375
10-04-2019;MTD;3;3;9;16;16983.84;15368.161
10-04-2019;QTD;1;2;5;9;3147.91;2637.3228
10-04-2019;QTD;2;14;39;56;53325.47;46834.375
10-04-2019;QTD;3;3;9;16;16983.84;15368.161
10-04-2019;YTD;1;36;111;161;174923.4;156414.22
10-04-2019;YTD;2;127;382;568;747749.5;667838.44
10-04-2019;YTD;3;26;83;125;128644.78;116329.38
11-04-2019;MTD;1;2;5;9;3147.91;2637.3228
11-04-2019;MTD;2;17;49;70;64317.33;56530.254
11-04-2019;MTD;3;3;9;16;16983.84;15368.161
11-04-2019;QTD;1;2;5;9;3147.91;2637.3228
11-04-2019;QTD;2;17;49;70;64317.33;56530.254
11-04-2019;QTD;3;3;9;16;16983.84;15368.161
11-04-2019;YTD;1;36;111;161;174923.4;156414.22
11-04-2019;YTD;2;130;392;582;758741.4;677534.3
11-04-2019;YTD;3;26;83;125;128644.78;116329.38
12-04-2019;MTD;1;2;5;9;3147.91;2637.3228
12-04-2019;MTD;2;19;53;75;69635.28;61421.11
12-04-2019;MTD;3;3;9;16;16983.84;15368.161
12-04-2019;QTD;1;2;5;9;3147.91;2637.3228
12-04-2019;QTD;2;19;53;75;69635.28;61421.11
12-04-2019;QTD;3;3;9;16;16983.84;15368.161
12-04-2019;YTD;1;36;111;161;174923.4;156414.22
12-04-2019;YTD;2;132;396;587;764059.3;682425.2
12-04-2019;YTD;3;26;83;125;128644.78;116329.38
13-04-2019;MTD;1;3;8;13;5251.87;4523.2065
13-04-2019;MTD;2;21;57;81;77765.22;68935.055
13-04-2019;MTD;3;3;9;16;16983.84;15368.161
13-04-2019;QTD;1;3;8;13;5251.87;4523.2065
13-04-2019;QTD;2;21;57;81;77765.22;68935.055
13-04-2019;QTD;3;3;9;16;16983.84;15368.161
13-04-2019;YTD;1;37;114;165;177027.38;158300.11
13-04-2019;YTD;2;134;400;593;772189.25;689939.1
13-04-2019;YTD;3;26;83;125;128644.78;116329.38
14-04-2019;MTD;1;3;8;13;5251.87;4523.2065
14-04-2019;MTD;2;22;61;87;83488.17;74155.53
14-04-2019;MTD;3;3;9;16;16983.84;15368.161
14-04-2019;QTD;1;3;8;13;5251.87;4523.2065
14-04-2019;QTD;2;22;61;87;83488.17;74155.53
14-04-2019;QTD;3;3;9;16;16983.84;15368.161
14-04-2019;YTD;1;37;114;165;177027.38;158300.11
14-04-2019;YTD;2;135;404;599;777912.25;695159.6
14-04-2019;YTD;3;26;83;125;128644.78;116329.38
15-04-2019;MTD;1;4;11;17;18281.83;16831.17
15-04-2019;MTD;2;25;71;101;101319.03;89912.805
15-04-2019;MTD;3;3;9;16;16983.84;15368.161
15-04-2019;QTD;1;4;11;17;18281.83;16831.17
15-04-2019;QTD;2;25;71;101;101319.03;89912.805
15-04-2019;QTD;3;3;9;16;16983.84;15368.161
15-04-2019;YTD;1;38;117;169;190057.33;170608.06
15-04-2019;YTD;2;138;414;613;795743.06;710916.9
15-04-2019;YTD;3;26;83;125;128644.78;116329.38
16-04-2019;MTD;1;4;11;17;18281.83;16831.17
16-04-2019;MTD;2;27;80;115;114994.89;102433.266
16-04-2019;MTD;3;3;9;16;16983.84;15368.161
16-04-2019;QTD;1;4;11;17;18281.83;16831.17
16-04-2019;QTD;2;27;80;115;114994.89;102433.266
16-04-2019;QTD;3;3;9;16;16983.84;15368.161
16-04-2019;YTD;1;38;117;169;190057.33;170608.06
16-04-2019;YTD;2;140;423;627;809418.94;723437.4
16-04-2019;YTD;3;26;83;125;128644.78;116329.38
17-04-2019;MTD;1;4;11;17;18281.83;16831.17
17-04-2019;MTD;2;29;90;131;130565.73;116581.64
17-04-2019;MTD;3;3;9;16;16983.84;15368.161
17-04-2019;QTD;1;4;11;17;18281.83;16831.17
17-04-2019;QTD;2;29;90;131;130565.73;116581.64
17-04-2019;QTD;3;3;9;16;16983.84;15368.161
17-04-2019;YTD;1;38;117;169;190057.33;170608.06
17-04-2019;YTD;2;142;433;643;824989.8;737585.75
17-04-2019;YTD;3;26;83;125;128644.78;116329.38
18-04-2019;MTD;1;4;11;17;18281.83;16831.17
18-04-2019;MTD;2;31;95;140;145075.64;130099.06
18-04-2019;MTD;3;3;9;16;16983.84;15368.161
18-04-2019;QTD;1;4;11;17;18281.83;16831.17
18-04-2019;QTD;2;31;95;140;145075.64;130099.06
18-04-2019;QTD;3;3;9;16;16983.84;15368.161
18-04-2019;YTD;1;38;117;169;190057.33;170608.06
18-04-2019;YTD;2;144;438;652;839499.7;751103.1
18-04-2019;YTD;3;26;83;125;128644.78;116329.38
19-04-2019;MTD;1;6;15;23;22400.77;20607.574
19-04-2019;MTD;2;31;95;140;145075.64;130099.06
19-04-2019;MTD;3;3;9;16;16983.84;15368.161
19-04-2019;QTD;1;6;15;23;22400.77;20607.574
19-04-2019;QTD;2;31;95;140;145075.64;130099.06
19-04-2019;QTD;3;3;9;16;16983.84;15368.161
19-04-2019;YTD;1;40;121;175;194176.27;174384.47
19-04-2019;YTD;2;144;438;652;839499.7;751103.1
19-04-2019;YTD;3;26;83;125;128644.78;116329.38
20-04-2019;MTD;1;6;15;23;22400.77;20607.574
20-04-2019;MTD;2;32;97;142;146285.62;131098.55
20-04-2019;MTD;3;3;9;16;16983.84;15368.161
20-04-2019;QTD;1;6;15;23;22400.77;20607.574
20-04-2019;QTD;2;32;97;142;146285.62;131098.55
20-04-2019;QTD;3;3;9;16;16983.84;15368.161
20-04-2019;YTD;1;40;121;175;194176.27;174384.47
20-04-2019;YTD;2;145;440;654;840709.7;752102.6
20-04-2019;YTD;3;26;83;125;128644.78;116329.38
21-04-2019;MTD;1;6;15;23;22400.77;20607.574
21-04-2019;MTD;2;32;97;142;146285.62;131098.55
21-04-2019;MTD;3;5;15;25;36043.75;31098.184
21-04-2019;QTD;1;6;15;23;22400.77;20607.574
21-04-2019;QTD;2;32;97;142;146285.62;131098.55
21-04-2019;QTD;3;5;15;25;36043.75;31098.184
21-04-2019;YTD;1;40;121;175;194176.27;174384.47
21-04-2019;YTD;2;145;440;654;840709.7;752102.6
21-04-2019;YTD;3;28;89;134;147704.69;132059.4
22-04-2019;MTD;1;6;15;23;22400.77;20607.574
22-04-2019;MTD;2;34;101;147;147554.58;132177.61
22-04-2019;MTD;3;5;15;25;36043.75;31098.184
22-04-2019;QTD;1;6;15;23;22400.77;20607.574
22-04-2019;QTD;2;34;101;147;147554.58;132177.61
22-04-2019;QTD;3;5;15;25;36043.75;31098.184
22-04-2019;YTD;1;40;121;175;194176.27;174384.47
22-04-2019;YTD;2;147;444;659;841978.6;753181.7
22-04-2019;YTD;3;28;89;134;147704.69;132059.4
23-04-2019;MTD;1;6;15;23;22400.77;20607.574
23-04-2019;MTD;2;35;102;149;148654.56;133222.6
23-04-2019;MTD;3;5;15;25;36043.75;31098.184
23-04-2019;QTD;1;6;15;23;22400.77;20607.574
23-04-2019;QTD;2;35;102;149;148654.56;133222.6
23-04-2019;QTD;3;5;15;25;36043.75;31098.184
23-04-2019;YTD;1;40;121;175;194176.27;174384.47
23-04-2019;YTD;2;148;445;661;843078.6;754226.7
23-04-2019;YTD;3;28;89;134;147704.69;132059.4
24-04-2019;MTD;1;6;15;23;22400.77;20607.574
24-04-2019;MTD;2;36;103;150;149654.55;134022.58
24-04-2019;MTD;3;5;15;25;36043.75;31098.184
24-04-2019;QTD;1;6;15;23;22400.77;20607.574
24-04-2019;QTD;2;36;103;150;149654.55;134022.58
24-04-2019;QTD;3;5;15;25;36043.75;31098.184
24-04-2019;YTD;1;40;121;175;194176.27;174384.47
24-04-2019;YTD;2;149;446;662;844078.6;755026.7
24-04-2019;YTD;3;28;89;134;147704.69;132059.4
25-04-2019;MTD;1;6;15;23;22400.77;20607.574
25-04-2019;MTD;2;38;112;165;158895.4;142119.34
25-04-2019;MTD;3;5;15;25;36043.75;31098.184
25-04-2019;QTD;1;6;15;23;22400.77;20607.574
25-04-2019;QTD;2;38;112;165;158895.4;142119.34
25-04-2019;QTD;3;5;15;25;36043.75;31098.184
25-04-2019;YTD;1;40;121;175;194176.27;174384.47
25-04-2019;YTD;2;151;455;677;853319.44;763123.44
25-04-2019;YTD;3;28;89;134;147704.69;132059.4
26-04-2019;MTD;1;6;15;23;22400.77;20607.574
26-04-2019;MTD;2;38;112;165;158895.4;142119.34
26-04-2019;MTD;3;5;15;25;36043.75;31098.184
26-04-2019;QTD;1;6;15;23;22400.77;20607.574
26-04-2019;QTD;2;38;112;165;158895.4;142119.34
26-04-2019;QTD;3;5;15;25;36043.75;31098.184
26-04-2019;YTD;1;40;121;175;194176.27;174384.47
26-04-2019;YTD;2;151;455;677;853319.44;763123.44
26-04-2019;YTD;3;28;89;134;147704.69;132059.4
27-04-2019;MTD;1;6;15;23;22400.77;20607.574
27-04-2019;MTD;2;40;119;176;175605.3;157017.95
27-04-2019;MTD;3;6;18;29;43673.71;38161.65
27-04-2019;QTD;1;6;15;23;22400.77;20607.574
27-04-2019;QTD;2;40;119;176;175605.3;157017.95
27-04-2019;QTD;3;6;18;29;43673.71;38161.65
27-04-2019;YTD;1;40;121;175;194176.27;174384.47
27-04-2019;YTD;2;153;462;688;870029.4;778022.06
27-04-2019;YTD;3;29;92;138;155334.66;139122.88
28-04-2019;MTD;1;6;15;23;22400.77;20607.574
28-04-2019;MTD;2;42;123;182;177369.23;158613.2
28-04-2019;MTD;3;6;18;29;43673.71;38161.65
28-04-2019;QTD;1;6;15;23;22400.77;20607.574
28-04-2019;QTD;2;42;123;182;177369.23;158613.2
28-04-2019;QTD;3;6;18;29;43673.71;38161.65
28-04-2019;YTD;1;40;121;175;194176.27;174384.47
28-04-2019;YTD;2;155;466;694;871793.3;779617.3
28-04-2019;YTD;3;29;92;138;155334.66;139122.88
29-04-2019;MTD;1;6;15;23;22400.77;20607.574
29-04-2019;MTD;2;44;129;191;180667.14;161639.94
29-04-2019;MTD;3;6;18;29;43673.71;38161.65
29-04-2019;QTD;1;6;15;23;22400.77;20607.574
29-04-2019;QTD;2;44;129;191;180667.14;161639.94
29-04-2019;QTD;3;6;18;29;43673.71;38161.65
29-04-2019;YTD;1;40;121;175;194176.27;174384.47
29-04-2019;YTD;2;157;472;703;875091.2;782644.0
29-04-2019;YTD;3;29;92;138;155334.66;139122.88
30-04-2019;MTD;1;6;15;23;22400.77;20607.574
30-04-2019;MTD;2;44;129;191;180667.14;161639.94
30-04-2019;MTD;3;6;18;29;43673.71;38161.65
30-04-2019;QTD;1;6;15;23;22400.77;20607.574
30-04-2019;QTD;2;44;129;191;180667.14;161639.94
30-04-2019;QTD;3;6;18;29;43673.71;38161.65
30-04-2019;YTD;1;40;121;175;194176.27;174384.47
30-04-2019;YTD;2;157;472;703;875091.2;782644.0
30-04-2019;YTD;3;29;92;138;155334.66;139122.88
01-05-2019;MTD;1;2;2;2;1749.98;1634.2811
01-05-2019;MTD;2;2;6;9;14963.91;13441.619
01-05-2019;QTD;1;8;17;25;24150.75;22241.855
01-05-2019;QTD;2;46;135;200;195631.05;175081.55
01-05-2019;QTD;3;6;18;29;43673.71;38161.65
01-05-2019;YTD;1;42;123;177;195926.25;176018.75
01-05-2019;YTD;2;159;478;712;890055.1;796085.6
01-05-2019;YTD;3;29;92;138;155334.66;139122.88
02-05-2019;MTD;1;2;2;2;1749.98;1634.2811
02-05-2019;MTD;2;3;10;15;18797.85;16688.867
02-05-2019;QTD;1;8;17;25;24150.75;22241.855
02-05-2019;QTD;2;47;139;206;199464.98;178328.8
02-05-2019;QTD;3;6;18;29;43673.71;38161.65
02-05-2019;YTD;1;42;123;177;195926.25;176018.75
02-05-2019;YTD;2;160;482;718;893889.06;799332.9
02-05-2019;YTD;3;29;92;138;155334.66;139122.88
03-05-2019;MTD;1;3;4;5;9499.95;8819.254
03-05-2019;MTD;2;4;11;17;19737.83;17534.85
03-05-2019;QTD;1;9;19;28;31900.72;29426.828
03-05-2019;QTD;2;48;140;208;200404.97;179174.78
03-05-2019;QTD;3;6;18;29;43673.71;38161.65
03-05-2019;YTD;1;43;125;180;203676.22;183203.72
03-05-2019;YTD;2;161;483;720;894829.0;800178.9
03-05-2019;YTD;3;29;92;138;155334.66;139122.88
04-05-2019;MTD;1;3;4;5;9499.95;8819.254
04-05-2019;MTD;2;5;15;23;29587.77;26822.793
04-05-2019;QTD;1;9;19;28;31900.72;29426.828
04-05-2019;QTD;2;49;144;214;210254.9;188462.73
04-05-2019;QTD;3;6;18;29;43673.71;38161.65
04-05-2019;YTD;1;43;125;180;203676.22;183203.72
04-05-2019;YTD;2;162;487;726;904679.0;809466.8
04-05-2019;YTD;3;29;92;138;155334.66;139122.88
05-05-2019;MTD;1;4;8;11;13942.89;12831.899
05-05-2019;MTD;2;6;19;30;32131.72;29028.549
05-05-2019;QTD;1;10;23;34;36343.66;33439.473
05-05-2019;QTD;2;50;148;221;212798.86;190668.48
05-05-2019;QTD;3;6;18;29;43673.71;38161.65
05-05-2019;YTD;1;44;129;186;208119.16;187216.38
05-05-2019;YTD;2;163;491;733;907222.94;811672.56
05-05-2019;YTD;3;29;92;138;155334.66;139122.88
06-05-2019;MTD;1;4;8;11;13942.89;12831.899
06-05-2019;MTD;2;7;21;32;33433.7;30222.83
06-05-2019;QTD;1;10;23;34;36343.66;33439.473
06-05-2019;QTD;2;51;150;223;214100.84;191862.77
06-05-2019;QTD;3;6;18;29;43673.71;38161.65
06-05-2019;YTD;1;44;129;186;208119.16;187216.38
06-05-2019;YTD;2;164;493;735;908524.9;812866.9
06-05-2019;YTD;3;29;92;138;155334.66;139122.88
07-05-2019;MTD;1;5;12;17;16602.85;15121.566
07-05-2019;MTD;2;7;21;32;33433.7;30222.83
07-05-2019;QTD;1;11;27;40;39003.62;35729.14
07-05-2019;QTD;2;51;150;223;214100.84;191862.77
07-05-2019;QTD;3;6;18;29;43673.71;38161.65
07-05-2019;YTD;1;45;133;192;210779.12;189506.03
07-05-2019;YTD;2;164;493;735;908524.9;812866.9
07-05-2019;YTD;3;29;92;138;155334.66;139122.88
08-05-2019;MTD;1;5;12;17;16602.85;15121.566
08-05-2019;MTD;2;9;30;45;44345.57;39494.848
08-05-2019;MTD;3;1;4;5;7720.95;6412.5547
08-05-2019;QTD;1;11;27;40;39003.62;35729.14
08-05-2019;QTD;2;53;159;236;225012.7;201134.78
08-05-2019;QTD;3;7;22;34;51394.66;44574.203
08-05-2019;YTD;1;45;133;192;210779.12;189506.03
08-05-2019;YTD;2;166;502;748;919436.75;822138.9
08-05-2019;YTD;3;30;96;143;163055.6;145535.42
09-05-2019;MTD;1;5;12;17;16602.85;15121.566
09-05-2019;MTD;2;10;33;51;56245.51;50444.797
09-05-2019;MTD;3;1;4;5;7720.95;6412.5547
09-05-2019;QTD;1;11;27;40;39003.62;35729.14
09-05-2019;QTD;2;54;162;242;236912.66;212084.73
09-05-2019;QTD;3;7;22;34;51394.66;44574.203
09-05-2019;YTD;1;45;133;192;210779.12;189506.03
09-05-2019;YTD;2;167;505;754;931336.7;833088.8
09-05-2019;YTD;3;30;96;143;163055.6;145535.42
10-05-2019;MTD;1;5;12;17;16602.85;15121.566
10-05-2019;MTD;2;10;33;51;56245.51;50444.797
